30,429.8533991
32.4137931,502.6336044
34.82758621,526.1445884
37.24137931,552.0007137
39.65517241,626.7512121
42.06896552,585.972789
44.48275862,652.9277832
46.89655172,762.737745
49.31034483,744.1256326
51.72413793,784.2805562
54.13793103,816.151393
56.55172414,879.2569363
58.96551724,894.3692567
61.37931034,924.7971381
63.79310345,979.027546
66.20689655,992.9675194
68.62068966,1049.317813
71.03448276,1041.854187
73.44827586,1096.015397
75.86206897,1145.330198
78.27586207,1201.706815
80.68965517,1210.70454
83.10344828,1236.381891
85.51724138,1316.834549
87.93103448,1378.433433
90.34482759,1408.705071
92.75862069,1381.828784
95.17241379,1414.770861
97.5862069,1515.498685
100,1495.619641
