30,443.574294
31.42857143,504.9335192
32.85714286,487.0939823
34.28571429,546.0716408
35.71428571,547.9027306
37.14285714,537.1292053
38.57142857,591.5134351
40,579.7609466
41.42857143,615.9850106
42.85714286,651.9857449
44.28571429,671.4062121
45.71428571,694.5041512
47.14285714,728.657893
48.57142857,730.6384458
50,757.9502761
51.42857143,777.5192149
52.85714286,796.3632604
54.28571429,845.4232298
55.71428571,836.5628981
57.14285714,829.6230147
58.57142857,863.035521
60,869.6891647
61.42857143,930.2447271
62.85714286,965.9889823
64.28571429,944.7288859
65.71428571,962.9601547
67.14285714,993.5450688
68.57142857,1015.414523
70,1039.029066
71.42857143,1066.146782
72.85714286,1084.900586
74.28571429,1134.18762
75.71428571,1171.880076
77.14285714,1185.311589
78.57142857,1148.235421
80,1201.778868
81.42857143,1204.239383
82.85714286,1253.303305
84.28571429,1264.132559
85.71428571,1290.562955
87.14285714,1277.976837
88.57142857,1368.387882
90,1347.839716
91.42857143,1358.38102
92.85714286,1398.992947
94.28571429,1429.805035
95.71428571,1450.98711
97.14285714,1468.662799
98.57142857,1505.650703
100,1514.909014
