30,441.0381868
32.4137931,478.468226
34.82758621,537.3255822
37.24137931,556.3610983
39.65517241,612.107298
42.06896552,638.2808488
44.48275862,697.5414833
46.89655172,718.9704474
49.31034483,734.5793315
51.72413793,747.9973501
54.13793103,861.0191179
56.55172414,860.9757274
58.96551724,894.2869016
61.37931034,906.3700118
63.79310345,973.5363772
66.20689655,1003.60883
68.62068966,1044.121909
71.03448276,1033.690632
73.44827586,1106.797499
75.86206897,1128.37162
78.27586207,1184.23893
80.68965517,1225.226848
83.10344828,1234.020831
85.51724138,1330.381916
87.93103448,1300.306768
90.34482759,1359.900272
92.75862069,1390.73438
95.17241379,1410.273309
97.5862069,1493.027444
100,1533.576511
