30,469.0302925
32.4137931,501.0176468
34.82758621,530.5404569
37.24137931,571.9464592
39.65517241,609.6566104
42.06896552,647.8475599
44.48275862,694.5735629
46.89655172,699.018475
49.31034483,746.7475445
51.72413793,791.3832492
54.13793103,847.9653556
56.55172414,833.136098
58.96551724,888.1486529
61.37931034,926.9588992
63.79310345,953.8894277
66.20689655,1018.021672
68.62068966,1063.448413
71.03448276,1045.200185
73.44827586,1120.474192
75.86206897,1122.0139
78.27586207,1187.550168
80.68965517,1213.776443
83.10344828,1236.509086
85.51724138,1311.378263
87.93103448,1322.024026
90.34482759,1347.537007
92.75862069,1395.017419
95.17241379,1454.200447
97.5862069,1465.700788
100,1492.371499
