30,436.3158439
32.4137931,505.7032467
34.82758621,564.9795524
37.24137931,561.5714368
39.65517241,606.3431328
42.06896552,632.2705534
44.48275862,644.3163849
46.89655172,665.9467467
49.31034483,726.6020541
51.72413793,776.705959
54.13793103,860.7060605
56.55172414,865.260054
58.96551724,905.5751295
61.37931034,933.2312
63.79310345,971.5665075
66.20689655,994.3132071
68.62068966,1037.867475
71.03448276,1061.122439
73.44827586,1117.868014
75.86206897,1135.835514
78.27586207,1215.455094
80.68965517,1230.320688
83.10344828,1233.418499
85.51724138,1286.26671
87.93103448,1332.446055
90.34482759,1368.567055
92.75862069,1425.775848
95.17241379,1413.003411
97.5862069,1504.025946
100,1512.769917
